Kraj,Country_Code,Year,Competition Policy,Governance and enterprise restructuring,Large scale privatisation,Price liberalisation,Small scale privatisation,Trade & Forex system,SDR_Malignant_Neoplasms,SDR_Malignant_Neoplasms_Male,SDR_Malignant_Neoplasms_Female,SDR_External_Causes,SDR_External_Causes_Male,SDR_External_Causes_Female,SDR_Alcohol_Related,SDR_Alcohol_Related_Male,SDR_Alcohol_Related_Female,SDR_Suicide,SDR_Suicide_Male,SDR_Suicide_Female,SDR_Ischaemic_Heart,SDR_Ischaemic_Heart_Male,SDR_Ischaemic_Heart_Female,SDR_Circulatory_System,SDR_Circulatory_System_Male,SDR_Circulatory_System_Female,Life_Expectancy,Life_Expectancy_Male,Life_Expectancy_Female,Civil_Society_Participation,Health_Equality,GDP_Per_Capita,Alcohol_Consumption,War,Gov_Expenditure,Employment_Rate,Public_Health_Expenditure,Private_Sector_Share_GDP,Inflation,Unemployment_Rate
Estonia,EST,1998,2.0,3.0,4.0,4.3,4.3,4.0,208.62,314.78,148.8,162.52,280.02,63.87,188.3,326.06,76.08,33.36,61.95,9.74,374.26,531.44,281.1,619.23,825.23,490.26,69.79,64.12,75.42,0.782,1.991,15593,8.0,0,20.6976037907385,72.4,5.2,70.0,8.1,9.8
Estonia,EST,1999,2.7,3.0,4.0,4.3,4.3,4.0,196.89,289.67,147.43,153.26,265.03,59.84,176.14,304.28,71.26,32.54,59.88,10.61,345.39,502.3,257.38,583.47,808.86,450.01,70.64,64.99,76.15,0.782,1.991,15335,8.9,0,21.9265522595976,69.4,4.5,75.0,3.3,12.2
Estonia,EST,2000,2.7,3.0,4.0,4.3,4.3,4.3,198.52,292.99,148.46,137.53,233.53,56.51,161.85,274.5,68.67,25.52,44.29,9.97,329.77,456.31,254.6,558.53,746.55,440.38,71.3,65.95,76.5,0.782,1.991,16807,9.0,0,19.5619806388734,66.8,4.3,75.0,4.0,13.6
Estonia,EST,2001,3.0,3.3,4.0,4.3,4.3,4.3,193.54,289.13,141.36,155.97,265.12,62.71,187.68,312.58,82.97,27.47,48.04,9.38,324.78,477.85,236.44,552.68,758.69,425.04,71.03,65.4,76.62,0.782,1.991,17697,10.1,0,18.6429936241419,67.7,4.2,75.0,5.8,12.6
Estonia,EST,2002,3.0,3.3,4.0,4.3,4.3,4.3,197.02,296.75,142.05,136.31,234.32,52.8,167.51,286.08,68.98,25.44,45.63,8.47,317.32,450.18,236.47,550.3,736.28,427.77,71.52,65.74,77.3,0.782,1.991,18589,12.0,0,18.1712736950047,68.8,,80.0,3.6,10.3
Estonia,EST,2003,3.0,3.3,4.0,4.3,4.3,4.3,191.14,290.66,136.3,125.5,217.31,48.5,161.17,272.46,69.01,23.22,41.98,7.52,307.56,437.12,229.66,542.91,739.15,421.02,72.02,66.55,77.35,0.811,1.991,19772,11.8,0,17.8422111254822,69.8,,80.0,1.3,10.0
Estonia,EST,2004,3.3,3.3,4.0,4.3,4.3,4.3,195.0,299.3,139.92,121.03,211.94,42.99,157.86,272.42,61.68,22.39,40.57,7.01,278.11,407.08,200.81,508.27,694.3,388.14,72.5,66.84,78.07,0.811,1.991,20804,11.5,0,17.3707687385367,69.8,,80.0,3.5,
Estonia,EST,2005,3.3,3.7,4.0,4.3,4.3,4.3,193.96,302.42,135.41,113.06,192.0,45.41,154.08,258.91,67.5,18.55,33.46,5.77,261.04,382.96,190.21,492.18,681.97,373.58,73.08,67.64,78.32,0.811,1.991,22519,13.0,0,16.8521596602407,72.2,,,,
Estonia,EST,2006,3.7,3.7,4.0,4.3,4.3,4.3,196.05,296.94,142.24,110.69,189.22,43.32,147.64,249.14,63.06,16.13,28.31,5.7,251.04,373.29,181.97,480.3,681.54,357.41,73.28,67.7,78.7,0.811,2.361,24579,13.4,0,15.8323866569136,76.7,,,,
Estonia,EST,2007,3.7,3.7,4.0,4.3,4.3,4.3,190.18,293.78,133.08,109.33,192.6,38.31,155.11,267.11,61.93,16.75,31.34,4.8,234.55,346.74,168.76,459.95,650.73,341.2,73.33,67.57,78.98,0.811,2.361,26178,14.8,0,15.8991591535824,78.0,,,,
Estonia,EST,2008,3.7,3.7,4.0,4.3,4.3,4.3,187.67,284.68,134.82,92.42,161.0,34.61,133.87,229.85,55.6,16.51,28.7,6.28,223.04,328.2,162.28,448.15,628.18,335.51,74.44,68.97,79.63,0.841,2.361,24429,14.2,0,18.436466577074,78.4,,,,
Estonia,EST,2009,3.7,3.7,4.0,4.3,4.3,4.3,184.71,280.68,134.95,87.64,151.98,32.62,118.86,205.49,47.44,18.25,33.39,5.34,203.78,297.06,149.79,421.0,583.53,318.63,75.38,70.05,80.36,0.841,2.361,20538,11.9,0,20.5332841041619,71.7,,,,
Estonia,EST,2010,3.7,3.7,4.0,4.3,4.3,4.3,182.65,284.56,128.36,76.56,131.88,29.01,106.8,181.62,44.71,14.88,26.93,4.52,197.79,291.71,143.43,405.21,560.63,309.17,76.11,70.92,80.85,0.867,2.774,20713,11.4,0,19.5616522470917,69.4,,,,
Estonia,EST,2011,3.7,3.7,4.0,4.3,4.3,4.3,183.84,276.28,134.44,77.8,134.34,28.22,106.19,181.96,41.84,14.36,26.33,4.55,172.79,252.22,123.49,365.98,502.86,277.53,76.69,71.49,81.44,0.867,2.774,21997,12.0,0,18.2949896179378,74.6,,,,
Estonia,EST,2012,3.7,3.7,4.0,4.3,4.3,4.3,182.48,277.01,132.58,80.05,138.73,28.61,108.64,185.04,43.99,15.51,28.43,4.55,169.73,255.87,117.91,360.24,501.03,269.25,76.75,71.48,81.62,0.867,2.774,23026,12.1,0,18.0242576821827,77.0,,,,
Estonia,EST,2013,3.7,3.7,4.0,4.3,4.3,4.3,178.88,271.94,129.21,67.8,115.41,26.87,94.18,159.46,39.7,14.17,25.73,4.71,147.78,213.41,106.81,349.69,462.28,272.52,77.43,72.63,81.73,0.864,2.774,23436,11.9,0,18.3991728743446,78.8,,,,
Estonia,EST,2014,3.7,3.7,4.0,4.3,4.3,4.3,184.19,276.61,134.83,66.21,114.15,24.69,94.03,163.0,36.15,16.33,29.13,5.5,138.04,207.7,95.09,338.18,462.45,256.44,77.47,72.43,82.05,0.857,2.774,24146,11.1,0,18.4390132763221,80.1,,,,
Kazachstan,KAZ,1989,1.0,1.0,1.0,1.0,1.0,1.0,214.28,319.02,153.82,111.61,181.94,50.22,,,,23.91,39.47,10.96,300.93,404.87,238.13,601.46,758.62,510.0,68.77,63.93,73.27,,,12153,,0,,82.6,,,,
Kazachstan,KAZ,1990,1.0,1.0,1.0,1.0,1.0,1.0,215.2,317.84,154.28,114.65,185.86,52.08,,,,22.85,37.53,10.67,306.84,421.98,238.51,596.94,765.77,498.69,68.8,63.9,73.4,0.339,2.112,11888,,0,,81.4,3.3,5.0,,
Kazachstan,KAZ,1991,1.0,1.0,1.0,1.0,1.0,1.0,214.6,319.36,151.72,117.89,192.72,51.61,224.47,361.4,109.52,21.46,35.79,9.3,314.79,431.6,246.07,619.49,790.04,520.56,68.37,63.39,73.13,0.339,2.112,10557,,0,,79.9,4.4,5.0,79.0,0.0
Kazachstan,KAZ,1992,1.0,1.0,1.0,2.7,2.0,1.0,210.47,312.3,149.87,121.69,198.06,54.0,223.78,357.27,110.48,23.01,37.82,10.35,329.27,457.33,254.41,622.88,800.05,519.38,68.23,63.31,72.97,0.376,2.112,10013,,0,18.2006633499171,78.0,2.1,10.0,1381.0,0.5
Kazachstan,KAZ,1993,1.0,1.0,2.0,2.7,2.0,2.0,205.95,304.55,145.92,147.14,240.97,64.2,236.01,378.3,115.24,27.26,46.65,10.8,365.03,500.42,282.4,699.66,896.96,579.83,66.38,61.23,71.6,0.402,2.112,9174,,0,13.8969041331471,71.2,2.5,10.0,1662.0,0.6
Kazachstan,KAZ,1994,2.0,1.0,2.0,2.7,2.3,2.0,204.67,305.72,145.08,139.54,231.77,58.96,221.78,360.63,106.12,28.06,49.64,10.29,416.27,582.1,322.6,787.55,1028.16,652.66,65.9,60.85,71.07,0.402,2.112,8179,,0,10.6817786812157,68.2,2.0,20.0,1892.0,1.7
Kazachstan,KAZ,1995,2.0,1.0,2.0,4.0,3.0,3.0,203.12,296.98,146.25,159.88,264.48,68.06,248.42,400.08,119.16,33.33,59.57,10.75,419.17,582.29,318.8,797.93,1039.97,651.37,64.65,59.28,70.38,0.402,1.177,7674,,0,13.5820901409006,69.1,2.0,25.0,176.0,0.8
Kazachstan,KAZ,1996,2.0,2.0,3.0,4.0,3.3,4.0,201.09,290.82,145.9,165.91,272.48,72.16,256.3,410.52,124.55,34.61,62.24,10.8,438.13,611.16,333.19,811.9,1062.16,658.3,64.39,58.93,70.33,0.402,1.177,7827,,0,12.9111452398683,69.5,2.7,40.0,39.1,3.6
Kazachstan,KAZ,1997,2.0,2.0,3.0,4.0,4.0,4.0,197.05,283.06,145.63,156.31,256.01,68.4,241.63,385.75,118.34,33.78,60.77,10.37,406.29,570.3,306.68,786.9,1030.93,637.94,64.81,59.43,70.58,0.402,1.177,8094,,0,12.3806732978798,69.8,,55.0,17.4,4.1
Kazachstan,KAZ,1998,2.0,2.0,3.0,4.0,4.0,4.0,198.59,287.39,145.35,156.57,262.85,65.66,243.61,399.56,114.61,32.77,59.61,10.34,404.68,587.09,298.34,801.22,1074.27,640.59,65.0,59.43,70.94,0.429,1.177,8089,,0,10.7813901348525,67.1,1.9,55.0,7.1,3.7
Kazachstan,KAZ,1999,2.0,2.0,3.0,4.0,4.0,3.3,192.16,278.94,141.1,132.05,218.81,57.24,210.61,341.97,102.31,29.93,54.41,9.47,393.16,560.56,294.79,782.94,1041.66,630.81,66.01,60.79,71.41,0.429,1.177,8421,,0,11.540691459567,67.2,2.1,60.0,8.3,3.9
Kazachstan,KAZ,2000,2.0,2.0,3.0,4.0,4.0,3.3,190.59,275.78,140.94,154.57,261.12,62.81,235.75,387.64,108.85,32.72,59.16,10.22,401.91,589.15,294.45,786.61,1071.48,620.63,65.75,60.18,71.64,0.394,1.177,9309,,0,12.0767839829015,67.9,1.9,60.0,13.2,3.7
Kazachstan,KAZ,2001,2.0,2.0,3.0,4.0,4.0,3.3,186.86,263.92,139.88,160.3,268.67,67.22,244.45,397.07,116.77,32.15,59.24,9.09,420.22,575.59,322.19,806.98,1032.72,659.1,65.88,60.61,71.41,0.394,1.177,10589,,0,13.4140558279007,72.8,,60.0,8.4,2.8
Kazachstan,KAZ,2002,2.0,2.0,3.0,4.0,4.0,3.3,182.8,255.33,138.85,151.56,254.34,63.53,238.51,386.79,114.54,30.69,56.27,9.04,432.47,586.85,332.72,820.06,1045.57,666.22,66.18,60.97,71.63,0.394,1.177,11640,,0,11.6095049481668,71.9,,65.0,5.8,2.5
Kazachstan,KAZ,2003,2.0,2.0,3.0,4.0,4.0,3.3,179.5,251.79,135.52,152.81,257.38,63.53,242.85,395.36,116.03,30.93,55.89,9.41,443.93,598.06,343.31,860.91,1108.74,694.76,65.94,60.69,71.48,0.394,1.177,12726,,0,11.2575472813135,73.5,,65.0,6.4,8.8
Kazachstan,KAZ,2004,2.0,2.0,3.0,4.0,4.0,3.7,173.6,243.26,130.5,155.3,261.73,62.8,,,,30.22,54.69,9.04,367.16,502.92,276.92,823.78,1053.32,664.74,66.25,60.79,72.03,0.394,1.177,13930,,0,11.6145025847194,74.0,,65.0,6.7,
Kazachstan,KAZ,2005,2.0,2.0,3.0,4.0,4.0,3.7,172.68,244.62,128.83,155.38,261.41,63.21,,,,26.47,47.53,8.15,380.25,520.52,286.02,843.41,1079.9,677.89,65.92,60.45,71.73,0.394,1.177,15234,,0,11.248528853508,73.3,,,,
Kazachstan,KAZ,2006,2.0,2.0,3.0,4.0,4.0,3.7,165.53,228.22,127.35,156.34,259.92,66.13,,,,27.07,48.48,8.54,368.86,503.46,278.47,825.56,1065.09,658.11,66.22,60.72,72.04,0.394,1.177,16787,,0,10.1808622102763,73.4,,,,
Kazachstan,KAZ,2007,2.0,2.0,3.0,4.0,4.0,3.7,163.51,231.58,121.77,149.6,251.02,61.61,,,,27.09,48.35,8.78,369.57,505.01,280.12,811.23,1054.53,642.66,66.42,60.83,72.33,0.387,1.177,18181,,0,11.0539227321465,74.6,,,,
Kazachstan,KAZ,2008,2.0,2.0,3.0,4.0,4.0,3.7,159.89,224.39,120.67,129.56,215.48,55.18,,,,25.69,44.92,9.25,346.6,472.28,263.88,748.33,972.18,594.8,67.2,61.98,72.53,0.387,1.177,18666,,0,10.1884933177761,75.3,,,,
Kazachstan,KAZ,2009,2.0,2.0,3.0,4.0,4.0,3.7,155.28,218.37,117.43,112.48,186.62,48.38,,,,24.33,42.49,8.57,237.95,331.89,174.45,625.45,814.41,493.3,68.69,63.73,73.62,0.387,1.177,18751,,0,11.6629260943621,74.3,,,,
Kazachstan,KAZ,2010,2.0,2.0,3.0,4.0,4.0,3.7,155.75,215.75,118.67,114.44,191.01,48.41,,,,22.61,40.3,7.54,180.96,264.86,124.34,619.94,809.82,485.29,68.61,63.73,73.53,0.378,1.177,19965,,0,10.812344717753,75.6,,,,
Kazachstan,KAZ,2011,2.0,2.0,3.0,3.7,4.0,3.7,145.54,197.03,113.2,108.37,179.57,47.06,,,,20.97,37.1,7.1,148.84,220.62,99.04,457.11,626.65,338.29,69.2,64.4,74.0,0.378,1.177,21302,,0,10.4758481012217,77.0,,,,
Kazachstan,KAZ,2012,2.0,2.0,3.0,3.7,4.0,3.7,146.02,198.33,113.6,104.25,175.45,43.05,,,,19.93,35.29,6.65,126.81,192.18,81.37,367.83,516.92,262.86,69.74,64.96,74.47,0.378,1.177,22089,,0,11.5216030974968,78.5,,,,
Kazachstan,KAZ,2013,2.0,2.0,3.0,3.7,4.0,3.7,139.8,192.17,107.27,102.83,171.78,43.84,194.21,297.06,110.51,21.44,37.43,7.78,128.88,181.23,92.22,362.42,480.39,277.74,70.76,66.03,75.4,0.378,1.177,23131,,0,10.17335661126,78.7,,,,
Kazachstan,KAZ,2014,2.0,2.0,3.0,3.7,4.0,3.7,128.32,175.65,99.19,93.62,157.42,38.89,181.27,279.08,102.66,18.89,33.24,6.5,112.37,159.22,79.79,305.09,408.18,232.22,71.6,67.06,75.96,0.378,1.177,23841,,0,10.6896762840233,77.9,,,,
Litwa,LTU,1989,1.0,1.0,1.0,1.0,1.0,1.0,186.74,267.61,137.17,119.77,203.46,48.11,,,,28.16,49.86,9.55,411.72,527.56,335.46,566.27,702.42,475.4,71.82,66.95,76.42,,,14693,,0,,84.0,2.8,,,
Litwa,LTU,1990,1.0,1.0,1.0,2.3,1.0,1.0,193.38,282.76,138.32,122.74,207.25,50.12,,,,27.16,48.39,9.33,427.93,560.47,340.35,585.95,738.45,483.35,71.54,66.52,76.35,0.666,3.002,13809,,0,,81.6,3.0,10.0,,
Litwa,LTU,1991,1.0,1.0,1.0,2.7,1.0,1.0,194.26,280.21,140.37,143.72,246.57,54.64,166.89,287.08,65.16,32.03,56.96,11.14,417.02,553.05,328.64,573.49,730.8,469.26,70.64,65.2,76.01,0.666,3.002,12999,,0,,83.8,3.3,10.0,224.7,0.3
Litwa,LTU,1992,1.0,1.0,2.0,2.7,2.7,2.0,199.15,295.95,139.26,143.91,244.96,56.28,169.01,287.17,68.87,36.4,63.41,13.41,407.73,551.49,312.6,560.09,728.28,447.28,70.49,64.88,76.07,0.674,3.002,10241,,0,,82.1,3.8,20.0,1021.0,1.3
Litwa,LTU,1993,2.0,2.0,3.0,4.0,3.3,3.0,203.9,295.7,147.85,172.81,299.12,64.48,294.05,508.14,112.21,43.98,79.77,13.78,413.56,565.07,312.92,625.81,815.81,497.2,69.0,63.15,75.01,0.664,3.002,8621,,0,,79.3,3.8,35.0,410.4,4.4
Litwa,LTU,1994,2.0,2.0,3.0,4.0,4.0,4.0,201.52,294.7,144.95,194.15,336.51,71.89,338.82,584.81,129.32,48.01,89.05,13.22,404.25,552.34,306.62,610.88,800.17,486.22,68.6,62.58,74.87,0.652,3.002,7830,,0,,75.2,4.4,60.0,72.1,3.8
Litwa,LTU,1995,2.0,2.0,3.0,4.0,4.0,4.0,202.59,301.66,142.7,185.47,322.24,69.73,327.78,563.56,129.24,47.86,86.82,15.28,404.52,534.21,318.0,607.79,767.92,498.26,69.15,63.32,75.12,0.652,3.002,8299,7.9,0,23.8338583981058,67.1,4.5,65.0,39.5,6.1
Litwa,LTU,1996,2.0,3.0,3.0,4.0,4.0,4.0,200.27,296.06,142.64,165.51,279.49,67.67,287.81,484.21,121.46,49.12,87.01,16.64,384.47,523.81,297.0,585.08,757.22,473.97,70.31,64.67,75.96,0.652,3.002,8794,7.9,0,23.9448435169784,68.3,4.2,70.0,24.7,7.1
Litwa,LTU,1997,2.3,2.7,3.0,4.0,4.0,4.0,195.52,291.03,137.49,154.63,266.94,59.02,264.39,454.85,103.89,46.53,84.27,14.28,374.64,492.16,298.67,562.56,712.76,462.93,71.15,65.53,76.7,0.652,3.002,9593,8.7,0,24.0421961294719,69.3,4.7,70.0,8.9,5.9
Litwa,LTU,1998,2.3,2.7,3.0,4.0,4.0,4.0,198.0,292.83,141.62,152.48,264.25,58.6,184.23,318.04,73.6,44.34,81.08,13.53,343.7,451.49,274.39,549.78,685.88,458.75,71.44,66.05,76.71,0.652,3.002,10382,8.0,0,25.7711170720421,69.3,4.8,70.0,5.1,13.3
Litwa,LTU,1999,2.3,2.7,3.0,4.0,4.3,4.0,200.7,297.69,143.3,149.67,257.15,58.93,174.48,299.14,71.25,44.26,80.73,13.14,325.25,444.4,249.81,537.03,693.79,434.37,71.82,66.39,77.1,0.652,3.002,10336,8.6,0,23.5580618145463,68.2,4.6,70.0,0.8,14.1
Litwa,LTU,2000,2.7,2.7,3.0,4.0,4.3,4.0,198.89,294.93,142.38,145.67,248.6,57.58,170.5,291.04,69.22,46.73,83.39,15.64,309.42,417.16,240.3,514.89,660.37,418.01,72.2,66.78,77.45,0.706,3.002,10807,9.7,0,22.3826570467051,65.8,4.4,70.0,1.0,15.4
Litwa,LTU,2001,3.0,2.7,3.3,4.0,4.3,4.3,197.99,293.47,141.6,157.53,274.73,58.73,185.68,322.68,72.2,43.8,79.43,13.83,341.19,459.37,264.25,537.31,698.44,429.96,71.71,65.9,77.5,0.706,3.002,11607,10.5,0,21.1308403240418,63.7,4.1,70.0,1.5,17.4
Litwa,LTU,2002,3.0,3.0,3.7,4.3,4.3,4.3,196.19,289.78,141.43,150.44,260.71,56.16,176.63,305.4,68.5,44.22,82.14,11.54,336.35,463.35,256.39,537.91,708.35,426.79,71.86,66.19,77.48,0.731,3.002,12491,11.1,0,20.5566658733581,65.5,4.6,75.0,0.3,13.8
Litwa,LTU,2003,3.0,3.0,3.7,4.3,4.3,4.3,193.39,284.51,140.26,148.89,257.06,56.9,178.08,307.48,70.11,41.43,75.42,12.62,333.12,469.01,249.29,527.5,708.98,412.25,72.13,66.44,77.78,0.731,3.002,13918,11.3,0,19.5456507640416,66.9,,75.0,-1.2,12.4
Litwa,LTU,2004,3.0,3.0,3.7,4.3,4.3,4.3,193.84,288.85,138.5,144.86,250.72,54.89,175.1,302.93,68.6,39.52,70.94,12.84,327.83,447.88,249.88,524.97,690.4,412.41,72.05,66.29,77.8,0.731,3.002,14996,12.2,0,19.0877078519304,66.8,,75.0,1.5,
Litwa,LTU,2005,3.3,3.0,4.0,4.3,4.3,4.3,192.94,284.88,138.59,159.85,276.55,60.87,194.67,334.72,77.77,37.95,68.86,11.59,343.98,479.12,256.23,547.03,734.42,419.72,71.27,65.22,77.49,0.731,3.002,16418,12.5,0,18.5191005650631,71.0,,,,
Litwa,LTU,2006,3.3,3.0,4.0,4.3,4.3,4.3,194.45,295.71,133.21,154.57,264.56,62.13,200.36,338.97,85.27,29.94,54.29,9.55,336.54,464.82,252.1,546.93,725.6,423.66,71.02,65.08,77.15,0.734,3.002,17916,13.2,0,19.1899246295583,73.5,,,,
Litwa,LTU,2007,3.3,3.0,4.0,4.3,4.3,4.3,196.09,302.18,133.63,152.48,264.31,57.2,207.89,352.44,87.0,29.67,54.6,8.51,327.58,456.16,243.39,536.1,730.4,403.94,70.78,64.54,77.33,0.734,3.002,20138,13.9,0,17.4513357826862,75.7,,,,
Litwa,LTU,2008,3.3,3.0,4.0,4.3,4.3,4.3,195.02,286.96,142.89,139.97,240.51,54.96,189.71,320.5,81.18,32.37,58.85,9.49,310.91,437.4,229.33,505.53,686.0,384.75,71.82,65.97,77.72,0.734,3.002,20880,13.9,0,18.6665424842249,75.4,,,,
Litwa,LTU,2009,3.3,3.0,4.0,4.3,4.3,4.3,190.86,290.3,133.55,121.53,214.32,43.47,160.26,278.78,62.64,33.2,61.56,9.18,294.96,416.68,218.95,482.54,655.61,369.79,73.01,67.18,78.78,0.734,3.002,17983,13.1,0,21.2054131585729,70.7,,,,
Litwa,LTU,2010,3.3,3.0,4.0,4.3,4.3,4.3,188.03,287.73,129.62,119.13,207.99,44.72,156.87,271.61,62.64,30.27,54.52,9.47,302.99,423.38,227.47,479.79,650.62,367.13,73.32,67.59,78.97,0.741,2.577,18664,13.5,0,20.1107100441688,63.4,,,,
Litwa,LTU,2011,3.7,3.0,4.0,4.3,4.3,4.3,187.68,281.11,133.77,109.82,189.83,42.62,146.66,250.34,61.31,30.8,55.08,10.14,289.39,414.59,210.31,459.51,632.01,346.01,73.8,68.09,79.37,0.741,2.577,20243,14.7,0,18.4673993995514,66.3,,,,
Litwa,LTU,2012,3.7,3.0,4.0,4.3,4.3,4.3,182.16,276.61,128.2,109.15,189.27,41.7,144.68,248.35,59.28,28.28,51.23,8.74,286.79,405.91,209.82,451.08,615.96,340.12,74.16,68.47,79.71,0.741,2.577,21303,14.7,0,17.5438790188972,69.0,,,,
Litwa,LTU,2013,3.7,3.0,4.0,4.3,4.3,4.3,178.65,267.58,127.08,108.26,189.35,39.78,144.26,247.24,59.2,33.57,60.38,10.63,279.65,391.23,208.63,442.44,606.51,334.95,74.19,68.6,79.63,0.747,2.242,22274,14.5,0,16.7355436181775,71.0,,,,
Litwa,LTU,2014,3.7,3.0,4.0,4.3,4.3,4.3,180.35,276.81,124.66,100.02,175.67,36.11,133.56,231.39,53.24,28.33,52.35,7.8,267.14,375.85,198.38,419.49,571.64,318.61,74.79,69.21,80.17,0.757,2.242,23252,14.2,0,16.691874395721,73.3,,,,
Polska,POL,1989,1.0,1.0,1.0,2.3,2.0,1.0,210.95,291.21,154.1,77.12,122.42,34.93,135.06,220.76,57.69,11.97,20.89,3.85,118.89,190.97,63.12,587.5,758.85,465.29,71.11,66.79,75.55,0.625,2.034,9060,9.2,0,,74.7,,,639.5,
Polska,POL,1990,2.0,2.0,2.0,3.7,3.0,3.0,212.82,295.9,154.03,82.47,132.97,35.57,142.54,236.18,58.2,13.77,23.72,4.66,120.95,193.95,64.56,589.2,768.05,462.18,71.0,66.56,75.62,0.861,2.034,8150,8.3,0,,70.6,4.9,30.0,249.0,
Polska,POL,1991,2.0,2.0,2.0,3.7,3.0,3.0,213.78,296.94,155.22,86.76,139.63,37.87,152.72,252.66,62.71,14.68,25.81,4.58,126.95,204.0,67.78,609.35,797.07,475.98,70.68,66.17,75.42,0.861,2.034,7626,8.8,0,,67.1,5.0,40.0,70.3,11.8
Polska,POL,1992,2.0,2.0,2.0,4.0,4.0,3.0,211.05,293.28,153.47,82.25,132.43,35.66,144.03,238.41,58.62,15.61,27.13,5.08,123.32,195.5,68.0,584.64,760.83,458.87,71.19,66.74,75.81,0.861,2.034,7874,8.3,0,,65.4,5.0,45.0,43.0,13.6
Polska,POL,1993,2.7,3.0,2.0,4.0,4.0,4.0,214.1,298.38,155.13,76.4,122.68,33.77,132.77,219.45,55.09,15.32,26.51,5.12,118.18,185.94,66.75,571.83,741.34,451.71,71.68,67.4,76.06,0.861,2.034,8230,8.4,0,,63.3,4.7,50.0,35.3,16.4
Polska,POL,1994,2.7,3.0,3.0,4.0,4.0,4.0,213.69,298.12,154.62,78.34,126.65,33.71,136.75,227.51,55.1,14.83,26.21,4.53,110.11,171.39,63.37,548.31,705.18,436.8,71.79,67.53,76.13,0.854,2.034,8722,8.3,0,,62.7,4.4,55.0,32.2,16.0
Polska,POL,1995,2.7,3.0,3.0,4.0,4.0,4.0,215.41,300.98,155.96,76.95,122.88,33.94,136.89,225.59,56.18,14.64,25.56,4.71,107.07,167.71,61.02,532.24,687.0,421.16,72.01,67.68,76.45,0.854,2.034,9408,8.1,0,18.8197389579682,62.3,4.4,60.0,27.8,14.9
Polska,POL,1996,2.7,3.0,3.0,4.0,4.3,4.3,213.82,297.72,155.69,72.4,115.42,32.36,127.6,210.74,52.68,14.41,25.23,4.58,105.68,165.22,60.5,524.63,670.54,419.51,72.38,68.18,76.65,0.854,2.034,10066,8.1,0,18.4388608015352,63.2,4.7,60.0,19.9,13.2
Polska,POL,1997,2.7,3.0,3.3,4.0,4.3,4.3,,,,,,,,,,,,,,,,,,,72.75,68.51,77.07,0.854,2.034,10811,8.6,0,18.0280314834487,63.5,4.4,65.0,14.9,10.5
Polska,POL,1998,2.7,3.0,3.3,4.3,4.3,4.3,,,,,,,,,,,,,,,,,,,73.14,68.91,77.43,0.854,2.034,11413,8.4,0,17.641042982652,63.0,4.2,65.0,11.8,10.4
Polska,POL,1999,2.7,3.0,3.3,4.3,4.3,4.3,212.22,298.45,153.4,70.36,112.26,31.25,97.47,159.97,41.45,14.74,26.14,4.29,147.88,212.86,99.27,469.04,596.54,374.18,73.16,68.87,77.53,0.854,2.034,12058,8.3,0,17.8063298597319,59.7,4.4,65.0,7.3,13.0
Polska,POL,2000,2.7,3.0,3.3,4.3,4.3,4.3,217.23,304.47,158.89,66.41,106.42,29.72,92.48,152.25,39.74,15.01,26.39,4.69,141.76,204.61,95.72,446.22,575.52,353.41,73.86,69.6,78.09,0.854,2.034,12732,8.4,0,17.9874386199245,59.5,,70.0,10.1,15.0
Polska,POL,2001,3.0,3.3,3.3,4.3,4.3,4.3,217.84,307.06,158.38,64.09,103.1,28.26,89.32,147.53,37.97,14.93,26.74,4.13,134.26,193.82,90.96,433.98,560.12,343.64,74.28,70.05,78.48,0.854,2.034,13018,7.8,0,18.5515181999351,57.0,,75.0,5.5,17.4
Polska,POL,2002,3.0,3.3,3.3,4.3,4.3,4.3,216.67,307.04,156.63,64.18,103.51,28.21,88.94,147.85,36.92,14.95,26.12,4.71,125.78,182.02,84.82,413.88,531.4,328.75,74.64,70.38,78.87,0.854,2.034,13416,8.1,0,18.563380627424,55.3,,75.0,1.9,19.7
Polska,POL,2003,3.0,3.3,3.3,4.3,4.3,4.3,214.73,301.1,157.68,62.44,101.71,26.51,86.54,144.44,35.34,14.67,26.04,4.22,124.93,180.73,84.69,416.65,535.86,330.93,74.73,70.53,78.9,0.854,2.034,14036,9.1,0,18.8451542998185,54.8,,75.0,0.8,20.0
Polska,POL,2004,3.0,3.3,3.3,4.3,4.3,4.3,213.98,302.77,154.97,62.14,101.88,25.62,88.32,148.26,35.15,15.14,26.94,4.28,117.62,169.69,79.77,397.03,510.22,314.23,74.98,70.67,79.27,0.854,2.034,14906,9.2,0,18.2343847850137,55.8,,75.0,3.5,
Polska,POL,2005,3.3,3.7,3.3,4.3,4.3,4.3,211.51,296.02,155.46,62.57,102.53,26.02,89.47,149.64,36.24,14.99,26.65,4.31,114.43,163.52,78.5,384.24,492.8,304.06,75.12,70.81,79.41,0.854,2.034,15581,9.1,0,18.2841316711182,56.8,,,,
Polska,POL,2006,3.3,3.7,3.3,4.3,4.3,4.3,210.24,293.55,154.93,61.27,101.05,24.93,89.2,149.73,35.66,14.25,25.53,3.92,111.42,160.36,75.57,372.19,480.24,291.87,75.38,71.0,79.74,0.854,2.034,16711,9.9,0,18.4712705252125,58.7,,,,
